state,district,region,biometric_total,demographic_total,enrolment_total,child_enrolment,adult_enrolment,total_activity,bio_coverage_pct,child_share_pct
Uttarakhand,Pithoragarh,UTTARAKHAND - PITHORAGARH,22096.0,7349.0,1069.0,1061.0,8.0,30514.0,2066.98,99.25
Assam,Udalguri,ASSAM - UDALGURI,16262.0,9945.0,4285.0,3743.0,542.0,30492.0,379.51,87.35
Jammu and Kashmir,Budgam,JAMMU AND KASHMIR - BUDGAM,17996.0,11665.0,778.0,765.0,13.0,30439.0,2313.11,98.33
Assam,Nalbari,ASSAM - NALBARI,15622.0,10979.0,3669.0,3479.0,190.0,30270.0,425.78,94.82
Gujarat,Mahisagar,GUJARAT - MAHISAGAR,23900.0,3753.0,2324.0,2201.0,123.0,29977.0,1028.4,94.71
Chhattisgarh,Narayanpur,CHHATTISGARH - NARAYANPUR,16311.0,12856.0,675.0,667.0,8.0,29842.0,2416.44,98.81
Gujarat,Arvalli,GUJARAT - ARVALLI,23804.0,3909.0,2102.0,2000.0,102.0,29815.0,1132.45,95.15
Andhra Pradesh,Y. S. R,ANDHRA PRADESH - Y. S. R,7127.0,21764.0,743.0,712.0,31.0,29634.0,959.22,95.83
Delhi,Shahdara,DELHI - SHAHDARA,6583.0,20733.0,1649.0,1589.0,60.0,28965.0,399.21,96.36
Andhra Pradesh,Kakinada,ANDHRA PRADESH - KAKINADA,10237.0,17727.0,879.0,855.0,24.0,28843.0,1164.62,97.27
Odisha,Sonapur,ODISHA - SONAPUR,21197.0,6181.0,1344.0,1344.0,0.0,28722.0,1577.16,100.0
Assam,Jorhat,ASSAM - JORHAT,13351.0,10672.0,4698.0,3848.0,850.0,28721.0,284.18,81.91
Jammu and Kashmir,Kulgam,JAMMU AND KASHMIR - KULGAM,19774.0,7676.0,1096.0,1087.0,9.0,28546.0,1804.2,99.18
Odisha,Jharsuguda,ODISHA - JHARSUGUDA,19930.0,7505.0,1040.0,1040.0,0.0,28475.0,1916.35,100.0
Punjab,Shaheed Bhagat Singh Nagar,PUNJAB - SHAHEED BHAGAT SINGH NAGAR,23393.0,3999.0,863.0,820.0,43.0,28255.0,2710.66,95.02
Telangana,Mancherial,TELANGANA - MANCHERIAL,9859.0,17342.0,1016.0,1016.0,0.0,28217.0,970.37,100.0
Andhra Pradesh,Palnadu,ANDHRA PRADESH - PALNADU,8666.0,18658.0,743.0,721.0,22.0,28067.0,1166.35,97.04
Gujarat,Dohad,GUJARAT - DOHAD,12401.0,2923.0,12703.0,12074.0,629.0,28027.0,97.62,95.05
Jammu and Kashmir,Bandipore,JAMMU AND KASHMIR - BANDIPORE,15462.0,10832.0,1480.0,1438.0,42.0,27774.0,1044.73,97.16
Jammu and Kashmir,Ramban,JAMMU AND KASHMIR - RAMBAN,21813.0,4174.0,1728.0,1722.0,6.0,27715.0,1262.33,99.65
West Bengal,North Twenty Four Parganas,WEST BENGAL - NORTH TWENTY FOUR PARGANAS,11902.0,14262.0,1487.0,1485.0,2.0,27651.0,800.4,99.87
Andhra Pradesh,Medak,ANDHRA PRADESH - MEDAK,18346.0,7861.0,1291.0,1290.0,1.0,27498.0,1421.07,99.92
Dadra and Nagar Haveli,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI - DADRA AND NAGAR HAVELI,22260.0,4268.0,630.0,627.0,3.0,27158.0,3533.33,99.52
Gujarat,The Dangs,GUJARAT - THE DANGS,22182.0,3703.0,1237.0,1163.0,74.0,27122.0,1793.21,94.02
Telangana,Komaram Bheem,TELANGANA - KOMARAM BHEEM,7799.0,18242.0,1018.0,1018.0,0.0,27059.0,766.11,100.0
Chhattisgarh,Dakshin Bastar Dantewada,CHHATTISGARH - DAKSHIN BASTAR DANTEWADA,22514.0,3267.0,1102.0,1078.0,24.0,26883.0,2043.01,97.82
Uttarakhand,Chamoli,UTTARAKHAND - CHAMOLI,20037.0,5183.0,953.0,948.0,5.0,26173.0,2102.52,99.48
Karnataka,Vijayanagara,KARNATAKA - VIJAYANAGARA,16967.0,7313.0,1882.0,1829.0,53.0,26162.0,901.54,97.18
Mizoram,Aizawl,MIZORAM - AIZAWL,19896.0,5167.0,956.0,897.0,59.0,26019.0,2081.17,93.83
Odisha,Boudh,ODISHA - BOUDH,19025.0,5614.0,1259.0,1257.0,2.0,25898.0,1511.12,99.84
Pondicherry,Pondicherry,PONDICHERRY - PONDICHERRY,20301.0,4582.0,975.0,975.0,0.0,25858.0,2082.15,100.0
Nagaland,Dimapur,NAGALAND - DIMAPUR,18374.0,4116.0,3094.0,2821.0,273.0,25584.0,593.86,91.18
Assam,Baksa,ASSAM - BAKSA,14014.0,8094.0,3454.0,3080.0,374.0,25562.0,405.73,89.17
West Bengal,Purba Bardhaman,WEST BENGAL - PURBA BARDHAMAN,10272.0,11962.0,2810.0,2685.0,125.0,25044.0,365.55,95.55
Odisha,Baleshwar,ODISHA - BALESHWAR,16671.0,7535.0,745.0,745.0,0.0,24951.0,2237.72,100.0
Gujarat,Devbhumi Dwarka,GUJARAT - DEVBHUMI DWARKA,19207.0,3453.0,2290.0,2073.0,217.0,24950.0,838.73,90.52
Uttarakhand,Champawat,UTTARAKHAND - CHAMPAWAT,16990.0,7096.0,765.0,765.0,0.0,24851.0,2220.92,100.0
Telangana,Wanaparthy,TELANGANA - WANAPARTHY,8073.0,15220.0,1529.0,1529.0,0.0,24822.0,527.99,100.0
Karnataka,Chickmagalur,KARNATAKA - CHICKMAGALUR,17170.0,6488.0,1107.0,1107.0,0.0,24765.0,1551.04,100.0
Telangana,Mahabubabad,TELANGANA - MAHABUBABAD,8413.0,14877.0,1386.0,1385.0,1.0,24676.0,607.0,99.93
Gujarat,Ahmadabad,GUJARAT - AHMADABAD,12710.0,5342.0,6562.0,6322.0,240.0,24614.0,193.69,96.34
Andhra Pradesh,Sri Potti Sriramulu Nellore,ANDHRA PRADESH - SRI POTTI SRIRAMULU NELLORE,9029.0,13835.0,1460.0,1184.0,276.0,24324.0,618.42,81.1
Meghalaya,West Khasi Hills,MEGHALAYA - WEST KHASI HILLS,4997.0,4346.0,14914.0,10114.0,4800.0,24257.0,33.51,67.82
Telangana,Nagarkurnool,TELANGANA - NAGARKURNOOL,10135.0,12656.0,1253.0,1251.0,2.0,24044.0,808.86,99.84
Uttarakhand,Uttarkashi,UTTARAKHAND - UTTARKASHI,17364.0,5675.0,984.0,979.0,5.0,24023.0,1764.63,99.49
Himachal Pradesh,Hamirpur,HIMACHAL PRADESH - HAMIRPUR,18187.0,4720.0,1088.0,1088.0,0.0,23995.0,1671.6,100.0
Andhra Pradesh,Sri Sathya Sai,ANDHRA PRADESH - SRI SATHYA SAI,8335.0,14377.0,846.0,830.0,16.0,23558.0,985.22,98.11
Manipur,Ukhrul,MANIPUR - UKHRUL,11200.0,11488.0,713.0,699.0,14.0,23401.0,1570.83,98.04
Himachal Pradesh,Kullu,HIMACHAL PRADESH - KULLU,16281.0,5846.0,1107.0,1010.0,97.0,23234.0,1470.73,91.24
Tripura,Sepahijala,TRIPURA - SEPAHIJALA,14230.0,7300.0,1569.0,1541.0,28.0,23099.0,906.95,98.22
Andhra Pradesh,Mahabub Nagar,ANDHRA PRADESH - MAHABUB NAGAR,11795.0,9480.0,1403.0,1403.0,0.0,22678.0,840.7,100.0
Jammu and Kashmir,Reasi,JAMMU AND KASHMIR - REASI,17784.0,3350.0,1480.0,1475.0,5.0,22614.0,1201.62,99.66
Uttarakhand,Rudraprayag,UTTARAKHAND - RUDRAPRAYAG,18507.0,3180.0,845.0,845.0,0.0,22532.0,2190.18,100.0
Jammu and Kashmir,Kishtwar,JAMMU AND KASHMIR - KISHTWAR,16360.0,4868.0,1141.0,1136.0,5.0,22369.0,1433.83,99.56
Karnataka,Bengaluru Urban,KARNATAKA - BENGALURU URBAN,0.0,0.0,22342.0,18777.0,3565.0,22342.0,0.0,84.04
Himachal Pradesh,Bilaspur,HIMACHAL PRADESH - BILASPUR,16920.0,4389.0,886.0,886.0,0.0,22195.0,1909.71,100.0
Andhra Pradesh,Alluri Sitharama Raju,ANDHRA PRADESH - ALLURI SITHARAMA RAJU,14958.0,5676.0,1134.0,1105.0,29.0,21768.0,1319.05,97.44
Punjab,Malerkotla,PUNJAB - MALERKOTLA,11336.0,9497.0,758.0,752.0,6.0,21591.0,1495.51,99.21
Karnataka,Kodagu,KARNATAKA - KODAGU,14238.0,6201.0,1070.0,1031.0,39.0,21509.0,1330.65,96.36
Andhra Pradesh,Karimnagar,ANDHRA PRADESH - KARIMNAGAR,14016.0,6607.0,614.0,614.0,0.0,21237.0,2282.74,100.0
Madhya Pradesh,Agar Malwa,MADHYA PRADESH - AGAR MALWA,13338.0,5607.0,2276.0,2268.0,8.0,21221.0,586.03,99.65
Telangana,Hanumakonda,TELANGANA - HANUMAKONDA,7688.0,12002.0,951.0,946.0,5.0,20641.0,808.41,99.47
Uttarakhand,Bageshwar,UTTARAKHAND - BAGESHWAR,16300.0,3321.0,670.0,668.0,2.0,20291.0,2432.84,99.7
Assam,Sibsagar,ASSAM - SIBSAGAR,8815.0,8804.0,2633.0,1971.0,662.0,20252.0,334.79,74.86
Jharkhand,Purbi Singhbhum,JHARKHAND - PURBI SINGHBHUM,15776.0,3310.0,892.0,892.0,0.0,19978.0,1768.61,100.0
Telangana,Jagitial,TELANGANA - JAGITIAL,8311.0,10164.0,1451.0,1442.0,9.0,19926.0,572.78,99.38
Assam,South Salmara Mankachar,ASSAM - SOUTH SALMARA MANKACHAR,3991.0,14178.0,1341.0,1295.0,46.0,19510.0,297.61,96.57
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,CHHATTISGARH - MOHLA-MANPUR-AMBAGARH CHOUKI,4211.0,14973.0,237.0,233.0,4.0,19421.0,1776.79,98.31
Gujarat,Botad,GUJARAT - BOTAD,12746.0,3552.0,2797.0,2634.0,163.0,19095.0,455.7,94.17
Karnataka,Chikkamagaluru,KARNATAKA - CHIKKAMAGALURU,12042.0,5864.0,1050.0,1012.0,38.0,18956.0,1146.86,96.38
Telangana,Jangoan,TELANGANA - JANGOAN,5957.0,12033.0,931.0,931.0,0.0,18921.0,639.85,100.0
Andhra Pradesh,Mahbubnagar,ANDHRA PRADESH - MAHBUBNAGAR,11788.0,6413.0,679.0,679.0,0.0,18880.0,1736.08,100.0
Maharashtra,Bid,MAHARASHTRA - BID,8276.0,10005.0,494.0,494.0,0.0,18775.0,1675.3,100.0
Tamil Nadu,Chengalpattu,TAMIL NADU - CHENGALPATTU,4574.0,12990.0,1111.0,1051.0,60.0,18675.0,411.7,94.6
Telangana,Warangal Rural,TELANGANA - WARANGAL RURAL,6054.0,11919.0,657.0,655.0,2.0,18630.0,921.46,99.7
Meghalaya,West Jaintia Hills,MEGHALAYA - WEST JAINTIA HILLS,4714.0,2580.0,10932.0,7315.0,3617.0,18226.0,43.12,66.91
Chhattisgarh,Dantewada,CHHATTISGARH - DANTEWADA,16179.0,1333.0,659.0,659.0,0.0,18171.0,2455.08,100.0
Telangana,Narayanpet,TELANGANA - NARAYANPET,5155.0,11769.0,1215.0,1211.0,4.0,18139.0,424.28,99.67
Odisha,Debagarh,ODISHA - DEBAGARH,12957.0,4353.0,765.0,760.0,5.0,18075.0,1693.73,99.35
Andhra Pradesh,Eluru,ANDHRA PRADESH - ELURU,6975.0,10486.0,571.0,555.0,16.0,18032.0,1221.54,97.2
Jammu and Kashmir,Shupiyan,JAMMU AND KASHMIR - SHUPIYAN,12254.0,5114.0,600.0,599.0,1.0,17968.0,2042.33,99.83
West Bengal,Paschim Bardhaman,WEST BENGAL - PASCHIM BARDHAMAN,8030.0,8484.0,1157.0,1072.0,85.0,17671.0,694.04,92.65
Jammu and Kashmir,Badgam,JAMMU AND KASHMIR - BADGAM,10677.0,5159.0,1691.0,1691.0,0.0,17527.0,631.4,100.0
Bihar,Pashchim Champaran,BIHAR - PASHCHIM CHAMPARAN,260.0,876.0,16220.0,15671.0,549.0,17356.0,1.6,96.62
Telangana,Warangal Urban,TELANGANA - WARANGAL URBAN,7003.0,9164.0,614.0,609.0,5.0,16781.0,1140.55,99.19
Odisha,Sundargarh,ODISHA - SUNDARGARH,11434.0,4825.0,516.0,516.0,0.0,16775.0,2215.89,100.0
Meghalaya,Ri Bhoi,MEGHALAYA - RI BHOI,3774.0,3862.0,9067.0,5740.0,3327.0,16703.0,41.62,63.31
West Bengal,Alipurduar,WEST BENGAL - ALIPURDUAR,5935.0,6882.0,3573.0,3144.0,429.0,16390.0,166.11,87.99
Haryana,Charkhi Dadri,HARYANA - CHARKHI DADRI,7801.0,7609.0,788.0,788.0,0.0,16198.0,989.97,100.0
Jharkhand,Pashchimi Singhbhum,JHARKHAND - PASHCHIMI SINGHBHUM,10819.0,4665.0,544.0,543.0,1.0,16028.0,1988.79,99.82
Nagaland,Mon,NAGALAND - MON,11430.0,2506.0,2073.0,1914.0,159.0,16009.0,551.37,92.33
Jharkhand,Seraikela-kharsawan,JHARKHAND - SERAIKELA-KHARSAWAN,11100.0,4116.0,758.0,758.0,0.0,15974.0,1464.38,100.0
Jammu and Kashmir,Ganderbal,JAMMU AND KASHMIR - GANDERBAL,10153.0,4805.0,765.0,754.0,11.0,15723.0,1327.19,98.56
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,ANDHRA PRADESH - DR. B. R. AMBEDKAR KONASEEMA,6273.0,8400.0,599.0,582.0,17.0,15272.0,1047.25,97.16
Tripura,Gomati,TRIPURA - GOMATI,10310.0,4324.0,617.0,606.0,11.0,15251.0,1670.99,98.22
Manipur,Tamenglong,MANIPUR - TAMENGLONG,6923.0,7345.0,835.0,806.0,29.0,15103.0,829.1,96.53
Uttar Pradesh,Ayodhya,UTTAR PRADESH - AYODHYA,6097.0,7224.0,1594.0,1562.0,32.0,14915.0,382.5,97.99
Andhra Pradesh,Parvathipuram Manyam,ANDHRA PRADESH - PARVATHIPURAM MANYAM,9048.0,5384.0,452.0,445.0,7.0,14884.0,2001.77,98.45
Assam,Biswanath,ASSAM - BISWANATH,7708.0,5747.0,1252.0,1179.0,73.0,14707.0,615.65,94.17
Tamil Nadu,Tirupattur,TAMIL NADU - TIRUPATTUR,8951.0,4835.0,917.0,915.0,2.0,14703.0,976.12,99.78
Puducherry,Karaikal,PUDUCHERRY - KARAIKAL,11094.0,3173.0,330.0,318.0,12.0,14597.0,3361.82,96.36
Bihar,Purbi Champaran,BIHAR - PURBI CHAMPARAN,0.0,0.0,14535.0,13770.0,765.0,14535.0,0.0,94.74
Telangana,Rajanna Sircilla,TELANGANA - RAJANNA SIRCILLA,6408.0,7228.0,806.0,804.0,2.0,14442.0,795.04,99.75
Andhra Pradesh,Bapatla,ANDHRA PRADESH - BAPATLA,4990.0,8977.0,452.0,436.0,16.0,14419.0,1103.98,96.46
Nagaland,Kohima,NAGALAND - KOHIMA,11004.0,1837.0,1499.0,1394.0,105.0,14340.0,734.09,93.0
Assam,Charaideo,ASSAM - CHARAIDEO,7033.0,6092.0,1114.0,938.0,176.0,14239.0,631.33,84.2
Karnataka,Hasan,KARNATAKA - HASAN,7323.0,5946.0,895.0,895.0,0.0,14164.0,818.21,100.0
Odisha,Jagatsinghpur,ODISHA - JAGATSINGHPUR,9612.0,3932.0,606.0,606.0,0.0,14150.0,1586.14,100.0
Orissa,Khordha,ORISSA - KHORDHA,10533.0,2955.0,621.0,621.0,0.0,14109.0,1696.14,100.0
Manipur,Chandel,MANIPUR - CHANDEL,7046.0,6332.0,592.0,587.0,5.0,13970.0,1190.2,99.16
Tamil Nadu,Tenkasi,TAMIL NADU - TENKASI,7070.0,5599.0,1128.0,1128.0,0.0,13797.0,626.77,100.0
Maharashtra,Chhatrapati Sambhajinagar,MAHARASHTRA - CHHATRAPATI SAMBHAJINAGAR,4253.0,8638.0,900.0,670.0,230.0,13791.0,472.56,74.44
Telangana,Jayashankar Bhupalpally,TELANGANA - JAYASHANKAR BHUPALPALLY,3831.0,8810.0,771.0,767.0,4.0,13412.0,496.89,99.48
Gujarat,Banas Kantha,GUJARAT - BANAS KANTHA,410.0,314.0,12663.0,12056.0,607.0,13387.0,3.24,95.21
Punjab,Firozpur,PUNJAB - FIROZPUR,8197.0,4814.0,349.0,349.0,0.0,13360.0,2348.71,100.0
Mizoram,Lawngtlai,MIZORAM - LAWNGTLAI,8328.0,3270.0,1580.0,1483.0,97.0,13178.0,527.09,93.86
Andhra Pradesh,Nizamabad,ANDHRA PRADESH - NIZAMABAD,8965.0,3626.0,491.0,491.0,0.0,13082.0,1825.87,100.0
Tripura,Unakoti,TRIPURA - UNAKOTI,10464.0,1935.0,579.0,553.0,26.0,12978.0,1807.25,95.51
Mizoram,Champhai,MIZORAM - CHAMPHAI,7844.0,3923.0,1125.0,1036.0,89.0,12892.0,697.24,92.09
Andhra Pradesh,Anakapalli,ANDHRA PRADESH - ANAKAPALLI,5598.0,6663.0,492.0,487.0,5.0,12753.0,1137.8,98.98
Orissa,Balangir,ORISSA - BALANGIR,8845.0,3542.0,362.0,362.0,0.0,12749.0,2443.37,100.0
Jammu and Kashmir,Samba,JAMMU AND KASHMIR - SAMBA,8700.0,3255.0,539.0,530.0,9.0,12494.0,1614.1,98.33
Madhya Pradesh,Narsimhapur,MADHYA PRADESH - NARSIMHAPUR,8689.0,2696.0,1045.0,1045.0,0.0,12430.0,831.48,100.0
Telangana,Peddapalli,TELANGANA - PEDDAPALLI,5201.0,6522.0,540.0,537.0,3.0,12263.0,963.15,99.44
Telangana,Mulugu,TELANGANA - MULUGU,4667.0,6703.0,868.0,864.0,4.0,12238.0,537.67,99.54
Mizoram,Lunglei,MIZORAM - LUNGLEI,9240.0,2104.0,691.0,622.0,69.0,12035.0,1337.19,90.01
Meghalaya,South West Garo Hills,MEGHALAYA - SOUTH WEST GARO HILLS,3866.0,3005.0,4853.0,3977.0,876.0,11724.0,79.66,81.95
Nagaland,Tuensang,NAGALAND - TUENSANG,7950.0,2246.0,1474.0,1394.0,80.0,11670.0,539.35,94.57
West Bengal,Dinajpur Uttar,WEST BENGAL - DINAJPUR UTTAR,0.0,0.0,11600.0,11293.0,307.0,11600.0,0.0,97.35
Odisha,Khordha,ODISHA - KHORDHA,7188.0,3461.0,449.0,436.0,13.0,11098.0,1600.89,97.1
Arunachal Pradesh,Changlang,ARUNACHAL PRADESH - CHANGLANG,6384.0,3927.0,768.0,756.0,12.0,11079.0,831.25,98.44
Jharkhand,Hazaribag,JHARKHAND - HAZARIBAG,6021.0,4410.0,511.0,511.0,0.0,10942.0,1178.28,100.0
Arunachal Pradesh,Papum Pare,ARUNACHAL PRADESH - PAPUM PARE,7605.0,2685.0,390.0,385.0,5.0,10680.0,1950.0,98.72
Meghalaya,East Garo Hills,MEGHALAYA - EAST GARO HILLS,2195.0,2633.0,5848.0,4222.0,1626.0,10676.0,37.53,72.2
Tamil Nadu,Kallakurichi,TAMIL NADU - KALLAKURICHI,3434.0,5902.0,944.0,915.0,29.0,10280.0,363.77,96.93
Chhattisgarh,Sakti,CHHATTISGARH - SAKTI,3765.0,5877.0,403.0,401.0,2.0,10045.0,934.24,99.5
Madhya Pradesh,West Nimar,MADHYA PRADESH - WEST NIMAR,7856.0,1423.0,672.0,667.0,5.0,9951.0,1169.05,99.26
Madhya Pradesh,Narmadapuram,MADHYA PRADESH - NARMADAPURAM,5449.0,3650.0,659.0,632.0,27.0,9758.0,826.86,95.9
Madhya Pradesh,Harda *,MADHYA PRADESH - HARDA *,8287.0,887.0,540.0,540.0,0.0,9714.0,1534.63,100.0
Punjab,Muktsar,PUNJAB - MUKTSAR,6765.0,2577.0,299.0,299.0,0.0,9641.0,2262.54,100.0
Uttar Pradesh,Bhadohi,UTTAR PRADESH - BHADOHI,5094.0,4052.0,487.0,484.0,3.0,9633.0,1046.0,99.38
West Bengal,Purulia,WEST BENGAL - PURULIA,3261.0,5579.0,712.0,712.0,0.0,9552.0,458.01,100.0
Maharashtra,Ahmed Nagar,MAHARASHTRA - AHMED NAGAR,4792.0,4380.0,294.0,294.0,0.0,9466.0,1629.93,100.0
Andaman and Nicobar Islands,South Andaman,ANDAMAN AND NICOBAR ISLANDS - SOUTH ANDAMAN,7578.0,1666.0,161.0,161.0,0.0,9405.0,4706.83,100.0
Nagaland,Mokokchung,NAGALAND - MOKOKCHUNG,7332.0,1345.0,432.0,391.0,41.0,9109.0,1697.22,90.51
Orissa,Ganjam,ORISSA - GANJAM,5452.0,3136.0,364.0,364.0,0.0,8952.0,1497.8,100.0
Uttar Pradesh,Barabanki,UTTAR PRADESH - BARABANKI,3231.0,3398.0,2300.0,2248.0,52.0,8929.0,140.48,97.74
Meghalaya,East Jaintia Hills,MEGHALAYA - EAST JAINTIA HILLS,2305.0,1478.0,5012.0,3256.0,1756.0,8795.0,45.99,64.96
West Bengal,Darjiling,WEST BENGAL - DARJILING,2098.0,5792.0,637.0,635.0,2.0,8527.0,329.36,99.69
Mizoram,Kolasib,MIZORAM - KOLASIB,5578.0,2689.0,249.0,214.0,35.0,8516.0,2240.16,85.94
Nagaland,Phek,NAGALAND - PHEK,6603.0,844.0,939.0,902.0,37.0,8386.0,703.19,96.06
West Bengal,Jhargram,WEST BENGAL - JHARGRAM,3360.0,3916.0,876.0,827.0,49.0,8152.0,383.56,94.41
Tripura,Khowai,TRIPURA - KHOWAI,5848.0,1792.0,299.0,255.0,44.0,7939.0,1955.85,85.28
Nagaland,Zunheboto,NAGALAND - ZUNHEBOTO,5754.0,1420.0,708.0,663.0,45.0,7882.0,812.71,93.64
West Bengal,South Dinajpur,WEST BENGAL - SOUTH DINAJPUR,1736.0,5526.0,413.0,413.0,0.0,7675.0,420.34,100.0
Sikkim,East,SIKKIM - EAST,4197.0,3045.0,348.0,346.0,2.0,7590.0,1206.03,99.43
Odisha,Subarnapur,ODISHA - SUBARNAPUR,5003.0,2147.0,356.0,356.0,0.0,7506.0,1405.34,100.0
Karnataka,Davanagere,KARNATAKA - DAVANAGERE,5001.0,2003.0,431.0,431.0,0.0,7435.0,1160.32,100.0
Meghalaya,South West Khasi Hills,MEGHALAYA - SOUTH WEST KHASI HILLS,2599.0,1174.0,3368.0,2277.0,1091.0,7141.0,77.17,67.61
Delhi,New Delhi,DELHI - NEW DELHI,3504.0,1812.0,1608.0,1392.0,216.0,6924.0,217.91,86.57
Orissa,Cuttack,ORISSA - CUTTACK,5095.0,1484.0,284.0,284.0,0.0,6863.0,1794.01,100.0
Meghalaya,South Garo Hills,MEGHALAYA - SOUTH GARO HILLS,1063.0,1427.0,4207.0,2763.0,1444.0,6697.0,25.27,65.68
Orissa,Bhadrak,ORISSA - BHADRAK,4466.0,1897.0,331.0,331.0,0.0,6694.0,1349.24,100.0
Maharashtra,Mumbai( Sub Urban ),MAHARASHTRA - MUMBAI( SUB URBAN ),3731.0,2577.0,377.0,377.0,0.0,6685.0,989.66,100.0
Assam,North Cachar Hills,ASSAM - NORTH CACHAR HILLS,3329.0,2242.0,1015.0,881.0,134.0,6586.0,327.98,86.8
Mizoram,Mamit,MIZORAM - MAMIT,5723.0,661.0,146.0,143.0,3.0,6530.0,3919.86,97.95
Bihar,Purnea,BIHAR - PURNEA,4022.0,2180.0,234.0,234.0,0.0,6436.0,1718.8,100.0
Andaman and Nicobar Islands,North And Middle Andaman,ANDAMAN AND NICOBAR ISLANDS - NORTH AND MIDDLE ANDAMAN,5098.0,1210.0,121.0,121.0,0.0,6429.0,4213.22,100.0
Maharashtra,Chatrapati Sambhaji Nagar,MAHARASHTRA - CHATRAPATI SAMBHAJI NAGAR,1751.0,4452.0,193.0,178.0,15.0,6396.0,907.25,92.23
Arunachal Pradesh,West Kameng,ARUNACHAL PRADESH - WEST KAMENG,4772.0,1330.0,250.0,232.0,18.0,6352.0,1908.8,92.8
Arunachal Pradesh,Namsai,ARUNACHAL PRADESH - NAMSAI,4916.0,1203.0,138.0,137.0,1.0,6257.0,3562.32,99.28
Nagaland,Wokha,NAGALAND - WOKHA,5113.0,575.0,480.0,451.0,29.0,6168.0,1065.21,93.96
West Bengal,24 Paraganas North,WEST BENGAL - 24 PARAGANAS NORTH,0.0,0.0,6147.0,5635.0,512.0,6147.0,0.0,91.67
Jharkhand,Garhwa *,JHARKHAND - GARHWA *,4158.0,1558.0,344.0,344.0,0.0,6060.0,1208.72,100.0
Chhattisgarh,Sarangarh-Bilaigarh,CHHATTISGARH - SARANGARH-BILAIGARH,730.0,5160.0,159.0,156.0,3.0,6049.0,459.12,98.11
Arunachal Pradesh,West Siang,ARUNACHAL PRADESH - WEST SIANG,3983.0,1888.0,169.0,167.0,2.0,6040.0,2356.8,98.82
Nagaland,Peren,NAGALAND - PEREN,3570.0,992.0,1404.0,1308.0,96.0,5966.0,254.27,93.16
Meghalaya,North Garo Hills,MEGHALAYA - NORTH GARO HILLS,1019.0,1898.0,2907.0,2152.0,755.0,5824.0,35.05,74.03
Chhattisgarh,Khairagarh Chhuikhadan Gandai,CHHATTISGARH - KHAIRAGARH CHHUIKHADAN GANDAI,993.0,4567.0,215.0,215.0,0.0,5775.0,461.86,100.0
Punjab,Nawanshahr,PUNJAB - NAWANSHAHR,3196.0,2245.0,175.0,175.0,0.0,5616.0,1826.29,100.0
Telangana,Rangareddy,TELANGANA - RANGAREDDY,2244.0,3076.0,263.0,261.0,2.0,5583.0,853.23,99.24
Jharkhand,Kodarma,JHARKHAND - KODARMA,3637.0,1622.0,284.0,284.0,0.0,5543.0,1280.63,100.0
West Bengal,North Dinajpur,WEST BENGAL - NORTH DINAJPUR,1046.0,4062.0,286.0,286.0,0.0,5394.0,365.73,100.0
Karnataka,yadgir,KARNATAKA - YADGIR,3327.0,1400.0,622.0,622.0,0.0,5349.0,534.89,100.0
Tamil Nadu,Mayiladuthurai,TAMIL NADU - MAYILADUTHURAI,2727.0,2131.0,442.0,441.0,1.0,5300.0,616.97,99.77
Telangana,Medchal−malkajgiri,TELANGANA - MEDCHAL−MALKAJGIRI,3604.0,1201.0,480.0,478.0,2.0,5285.0,750.83,99.58
Nagaland,Kiphire,NAGALAND - KIPHIRE,3534.0,915.0,822.0,773.0,49.0,5271.0,429.93,94.04
Assam,Majuli,ASSAM - MAJULI,2690.0,2090.0,488.0,477.0,11.0,5268.0,551.23,97.75
Assam,West Karbi Anglong,ASSAM - WEST KARBI ANGLONG,2678.0,718.0,1862.0,1355.0,507.0,5258.0,143.82,72.77
Sikkim,East Sikkim,SIKKIM - EAST SIKKIM,3160.0,1777.0,300.0,283.0,17.0,5237.0,1053.33,94.33
Arunachal Pradesh,East Kameng,ARUNACHAL PRADESH - EAST KAMENG,3674.0,1226.0,156.0,142.0,14.0,5056.0,2355.13,91.03
Lakshadweep,Lakshadweep,LAKSHADWEEP - LAKSHADWEEP,3948.0,799.0,185.0,184.0,1.0,4932.0,2134.05,99.46
Orissa,Baleshwar,ORISSA - BALESHWAR,3024.0,1535.0,340.0,340.0,0.0,4899.0,889.41,100.0
Manipur,Kakching,MANIPUR - KAKCHING,1917.0,2866.0,95.0,94.0,1.0,4878.0,2017.89,98.95
Himachal Pradesh,Kinnaur,HIMACHAL PRADESH - KINNAUR,3712.0,824.0,145.0,140.0,5.0,4681.0,2560.0,96.55
Odisha,Baudh,ODISHA - BAUDH,3556.0,846.0,155.0,155.0,0.0,4557.0,2294.19,100.0
Arunachal Pradesh,East Siang,ARUNACHAL PRADESH - EAST SIANG,2571.0,1798.0,154.0,152.0,2.0,4523.0,1669.48,98.7
Mizoram,Saiha,MIZORAM - SAIHA,2911.0,874.0,630.0,528.0,102.0,4415.0,462.06,83.81
West Bengal,Coochbehar,WEST BENGAL - COOCHBEHAR,0.0,0.0,4360.0,4196.0,164.0,4360.0,0.0,96.24
